date,stock_id,link,source,title,sentiment_score,sentiment_label
2026-06-23 04:30:18,2330,https://news.cnyes.com/news/id/6508411,news.cnyes.com,晨星Morningstar看好低估值半導體股 點名台積電、中美晶與愛德萬測試 - news.cnyes.com,1,正面
2026-06-23 04:30:44,2330,https://udn.com/news/story/7252/9582838,UDN,台積電（2330）衝2500元非重點？魏哲家的「保證未來生活無虞」應是指這個！ - UDN,2,正面
2026-06-23 04:30:44,2330,https://udn.com/news/story/7252/9582838,udn,台積電（2330）衝2500元非重點？魏哲家的「保證未來生活無虞」應是指這個！ - udn,2,正面
2026-06-23 05:04:54,2330,https://www.cmoney.tw/forum/article/180091893,CMoney,2330 台積電 - Fed鷹森森，降息資金行情已生變！下半年投資「這件事」更關鍵- 股市爆料同學會 - CMoney,1,正面
2026-06-23 05:17:30,2330,https://cmnews.com.tw/article/forumnews-d529e15e-6ec2-11f1-9b30-bdcd6be9b0fc,CMoney投資網誌,台積電寫天價！半導體擴產帶動台股衝破四萬八-財經焦點情報站 - CMoney投資網誌,2,正面
2026-06-23 05:44:52,2330,https://today.line.me/tw/v3/article/rmK1rRn,LINE TODAY,晨星Morningstar看好低估值半導體股點名台積電、中美晶與愛德萬測試| 優分析 - LINE TODAY,1,正面
2026-06-23 06:07:08,2330,https://tw.news.yahoo.com/%E8%A1%9D%E7%A0%B44%E8%90%AC8%E5%89%B5%E9%AB%98%E5%BE%8C%E7%BF%BB%E9%BB%91-%E5%8F%B0%E8%82%A1-%E9%9C%87%E7%9B%AA%E9%80%BE%E5%8D%83%E9%BB%9E-%E6%94%B6%E8%B7%8C640%E9%BB%9E-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%94%B62490%E5%85%83-054900191.html,Yahoo新聞,衝破4萬8創高後翻黑！台股「震盪逾千點」收跌640點 台積電收2490元 - Yahoo新聞,1,正面
2026-06-23 07:00:00,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 07:03:55,2330,https://www.cmoney.tw/forum/article/180092651,CMoney,2330 台積電 - 🚨 蘋果單日跌0.91%，Magnificent Seven集體殺估值，48小時賣壓蔓延路徑曝光🚨 - 股市爆料同學會 - CMoney,1,正面
2026-06-23 07:11:56,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 07:16:10,2330,https://www.cmoney.tw/forum/article/180092750,CMoney,2330 台積電 - 🔥 美銀喊460美元，Arm當天卻跌10%，市場在打臉還是洗籌碼？🔥 - 股市爆料同學會 - CMoney,1,正面
2026-06-23 07:22:40,2330,https://udn.com/news/story/7251/9583350,UDN,台積電創高後翻黑！最後5分鐘爆8992張賣單收2490元 拖累指數尾盤急殺 - UDN,-1,負面
2026-06-23 07:44:35,2330,https://www.cmoney.tw/forum/article/180093130,CMoney,2330 台積電 - 【美股巨頭】美光財報前夕重挫13%，967%獲利成長還不夠看？ - 股市爆料同學會 - CMoney,-1,負面
2026-06-23 08:08:44,2330,https://www.cmoney.tw/forum/article/180093487,CMoney,2330 台積電 - 兩件事擠在同一個凌晨，要替AI這波熱潮做體檢- 股市爆料同學會 - CMoney,1,正面
2026-06-23 08:18:12,2330,https://cmnews.com.tw/article/forumnews-1393785c-6edc-11f1-a503-b772778179cf,CMoney投資網誌,台積電創新天價！先進封裝與設備商機成焦點-財經焦點情報站 - CMoney投資網誌,4,正面
2026-06-23 09:16:00,2330,https://ww2.money-link.com.tw/RealtimeNews/NewsContent.aspx?SN=6216709001&PU=0010,富聯網,《證交所》今日單一證券鉅額成交股票：南港、台積電、聯發科 - 富聯網,1,正面
2026-06-23 09:57:31,2330,https://www.cmoney.tw/forum/article/180095587,CMoney,2330 台積電 - KOSPI崩10%拖累美光跳水散戶瘋槓桿放大衝擊- 股市爆料同學會 - CMoney,-2,負面
2026-06-23 10:09:12,2330,https://www.cmoney.tw/forum/article/180096285,CMoney,2330 台積電 - 昨晚美股大跳水，美光大跌13%，今天台股會崩盤嗎？ - 股市爆料同學會 - CMoney,-1,負面
2026-06-23 10:14:35,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 10:22:50,2330,https://www.cmoney.tw/forum/article/180097319,CMoney,2330 台積電 - 費半崩跌近8%！台積電失守5日線台股一度暴跌逾千點、46K警鈴大作- 股市爆料同學會 - CMoney,-3,負面
2026-06-23 10:25:55,2330,https://www.cmoney.tw/forum/article/180083257,CMoney,2330 台積電 - 第一次搭商務艙，他才明白：位置不同，看到的世界真的不同- 股市爆料同學會 - CMoney,3,正面
2026-06-23 10:35:00,2330,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E6%94%B6%E8%B7%8C640%E9%BB%9E-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%B7%8C20%E5%85%83%E6%94%B62490-103500290.html,Yahoo新聞,台股收跌640點！台積電跌20元收2490 - Yahoo新聞,0,中立
2026-06-23 10:52:45,2330,https://udn.com/news/story/7251/9583835,UDN,"台積電盤後鉅額交易2,540元再創歷史新猷 夜盤卻慘綠跌3％ - UDN",0,中立
2026-06-23 10:52:45,2330,https://udn.com/news/story/7251/9583835,udn,"台積電盤後鉅額交易2,540元再創歷史新猷 夜盤卻慘綠跌3％ - udn",0,中立
2026-06-23 12:09:37,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 12:24:00,2330,https://tw.news.yahoo.com/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%86%8D%E5%AF%AB%E6%AD%B7%E5%8F%B2-%E7%9B%A4%E5%BE%8C%E9%89%85%E9%A1%8D%E4%BA%A4%E6%98%93-%E9%A3%86-2-540-122400194.html,Yahoo新聞,"台積電再寫歷史！盤後鉅額交易「飆 2,540 元新天價」 後市全看美股臉色 - Yahoo新聞",-1,負面
2026-06-23 13:15:16,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 13:40:37,2330,https://www.cmoney.tw/forum/article/180108639,CMoney,2330 台積電 - 台積電奪「三冠王」！5000大企業AI浪潮中雙創紀錄緯穎4數據翻倍- 股市爆料同學會 - CMoney,1,正面
2026-06-23 14:29:03,2330,https://www.cmoney.tw/forum/article/180088590,CMoney,2330 台積電 - 別以為只有3奈米！傳台積電先進製程晶片將全面漲價- 股市爆料同學會 - CMoney,1,正面
2026-06-23 14:55:00,2330,https://tw.stock.yahoo.com/news/%E6%98%8E%E5%A4%A9%E9%96%8B%E7%9B%A4%E4%B8%8D%E5%A6%99%E4%BA%86-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%89%85%E9%A1%8D%E4%BA%A4%E6%98%93%E5%88%B7%E6%96%B0%E5%A4%A9%E5%83%B9-%E5%A4%9C%E7%9B%A4%E7%BF%BB%E8%87%89%E6%80%A5%E6%AE%BA-%E5%8F%B0%E6%8C%87%E6%9C%9F%E5%A4%9C%E7%9B%A4%E9%87%8D%E6%8C%AB%E9%80%BE%E5%8D%83%E9%BB%9E-145500569.html,Yahoo股市,明天開盤不妙了？台積電鉅額交易刷新天價、夜盤翻臉急殺 台指期夜盤重挫逾千點 - Yahoo股市,-1,負面
2026-06-23 15:27:20,2330,https://www.cmoney.tw/forum/article/180112580,CMoney,2330 台積電 - 六月4千點獲利😇月月千點入袋💕避險作帳買超跌股🌟 - 股市爆料同學會 - CMoney,2,正面
2026-06-23 15:59:47,2330,https://www.cmoney.tw/forum/article/180113222,CMoney,2330 台積電 - 台灣半導體強在哪裡？ - 股市爆料同學會 - CMoney,0,中立
2026-06-23 16:03:47,2330,https://www.cmoney.tw/forum/article/180113290,CMoney,2330 台積電 - 金寶強攻漲停、面板一下三虎一下三喵...該分批接還是認錯停損- 股市爆料同學會 - CMoney,0,中立
2026-06-23 16:19:41,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 16:41:55,2330,https://www.cmoney.tw/forum/article/180113976,CMoney,2330 台積電 - 百億美元引爆EFB供應鏈！日月光、力成、欣興2026年獲利衝刺，EPS預估看這裡！ - 股市爆料同學會 - CMoney,1,正面
2026-06-23 17:31:53,2330,https://www.cmoney.tw/forum/article/180123168,CMoney,2330 台積電 - OpenAI 首款AI 推理晶片「Jalapeño」亮相，攜手博通設計、台積電生產- 股市爆料同學會 - CMoney,0,中立
2026-06-23 18:04:24,2330,https://www.cmoney.tw/forum/article/180115696,CMoney,2330 台積電 - 6/24證交所盤後零股交易成交股數前20名排行- 股市爆料同學會 - CMoney,1,正面
2026-06-23 18:08:41,2330,https://www.cmoney.tw/forum/article/180115804,CMoney,2330 台積電 - 企業接班顧問真心話：比起耀眼的履歷，這2個特質才是高績效關鍵- 股市爆料同學會 - CMoney,3,正面
2026-06-23 18:45:27,2330,https://www.cmoney.tw/forum/article/180116439,CMoney,2330 台積電 - 台股殺逾千點，權值股集體下挫！（2026.06.24） - 股市爆料同學會 - CMoney,0,中立
2026-06-23 19:20:26,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 19:37:09,2330,https://www.cmoney.tw/forum/article/180117555,CMoney,2330 台積電 - 外資重砍台股1774億史上最大狠割台積電3.8萬張、回補航空雙雄- 股市爆料同學會 - CMoney,1,正面
2026-06-23 20:35:35,2330,https://www.cmoney.tw/forum/article/180118567,CMoney,2330 台積電 - 06/24今日主力收購認購、認售表- 股市爆料同學會 - CMoney,0,中立
2026-06-23 20:59:40,2330,https://www.cmoney.tw/forum/article/180119064,CMoney,2330 台積電 - 股癌EP673 - 股市爆料同學會 - CMoney,0,中立
2026-06-23 21:31:42,2330,https://www.cmoney.tw/forum/article/180119625,CMoney,2330 台積電 - Apple TV內容戰升溫！蘋果承諾將推出更多原創電影與影集... - 股市爆料同學會 - CMoney,2,正面
2026-06-23 21:32:21,2330,https://www.cmoney.tw/forum/article/180119630,CMoney,2330 台積電 - 【台積電(2330)盤後解析】外資大賣，股價帶量下挫 台積... - 股市爆料同學會 - CMoney,0,中立
2026-06-23 21:37:33,2330,https://www.cmoney.tw/forum/article/180119668,CMoney,2330 台積電 - 台積加油👏 - 股市爆料同學會 - CMoney,1,正面
2026-06-23 22:21:09,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-23 22:40:30,2330,https://www.cmoney.tw/forum/article/180121057,CMoney,2330 台積電 - 秋哥又對了一半：韓股沒崩，但外資在台股提款創了新紀錄- 股市爆料同學會 - CMoney,0,中立
2026-06-23 22:43:55,2330,https://www.cmoney.tw/forum/article/180121137,CMoney,2330 台積電 - 今天大跌後，最危險的持股不是跌最多的，而是跌了還沒人討論的- 股市爆料同學會 - CMoney,-1,負面
2026-06-23 22:53:11,2330,https://www.cmoney.tw/forum/article/180121357,CMoney,2330 台積電 - ⭕️主權Ai 資料中心受惠公司台積電、廣達、緯穎、欣興- 股市爆料同學會 - CMoney,1,正面
2026-06-24 00:38:41,2330,https://www.cmoney.tw/forum/article/180095011,CMoney,2330 台積電 - 費半重挫後，今天電子股誰能撐住才是重點- 股市爆料同學會 - CMoney,-1,負面
2026-06-24 00:40:00,2330,https://www.ftnn.com.tw/news/555578,FTNN 新聞網,台積電法說倒數引爆商機！這「無塵室大廠」手握逾500億訂單 聖暉也受惠營收狂增27.8% - FTNN 新聞網,2,正面
2026-06-24 00:45:28,2330,https://www.cmoney.tw/forum/article/180123221,CMoney,2330 台積電 - 北祥科技7785攜手IBM與微軟切入量子安全最後一塊拼圖- 股市爆料同學會 - CMoney,0,中立
2026-06-24 00:51:05,2330,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E5%80%92%E6%95%B8%E5%BC%95%E7%88%86%E5%95%86%E6%A9%9F-%E9%80%99-%E7%84%A1%E5%A1%B5%E5%AE%A4%E5%A4%A7%E5%BB%A0-%E6%89%8B%E6%8F%A1%E9%80%BE500%E5%84%84%E8%A8%82%E5%96%AE-%E8%81%96%E6%9A%89%E4%B9%9F%E5%8F%97%E6%83%A0%E7%87%9F%E6%94%B6%E7%8B%82%E5%A2%9E27-004000267.html,Yahoo股市,台積電法說倒數引爆商機！這「無塵室大廠」手握逾500億訂單 聖暉也受惠營收狂增27.8% - Yahoo股市,2,正面
2026-06-24 01:03:00,2330,https://finance.ettoday.net/news/3188673,ETtoday財經雲,台積電跌55元至2445　台股跌837點穩守46200 - ETtoday財經雲,0,中立
2026-06-24 01:04:02,2330,https://www.cmoney.tw/forum/article/180123457,CMoney,2330 台積電 - 台股「體質質變」券七- 股市爆料同學會 - CMoney,0,中立
2026-06-24 01:12:52,2330,https://ec.ltn.com.tw/article/breakingnews/5481952,自由財經,台股大怒神來了！台積電、記憶體領殺 指數跌逾千點 - 自由財經,0,中立
2026-06-24 01:21:56,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-24 01:22:26,2330,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%BB%8A%E8%B7%8C75%E5%85%83%E8%87%B32425%E5%85%83-%E5%B0%88%E5%AE%B6%EF%BC%9A%E5%9B%9E%E8%90%BD2400%E5%A4%A7%E9%97%9C%E5%8F%AF%E4%BB%8B%E5%85%A5-012113093.html,Yahoo股市,台積電今跌75元至2425元 專家：回落2400大關可介入 - Yahoo股市,1,正面
2026-06-24 01:31:05,2330,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%BB%8A%E8%B7%8C75%E5%85%83%E8%87%B32425%E5%85%83-%E5%B0%88%E5%AE%B6%EF%BC%9A%E5%9B%9E%E8%90%BD2400%E5%85%83%E5%A4%A7%E9%97%9C%E5%8F%AF%E4%BB%8B%E5%85%A5-012113093.html,Yahoo股市,台積電今跌75元至2425元 專家：回落2400元大關可介入 - Yahoo股市,1,正面
2026-06-24 02:40:46,2330,https://www.cmoney.tw/forum/article/180136380,CMoney,2330 台積電 - ~生技500萬以上投入資金~ - 股市爆料同學會 - CMoney,2,正面
2026-06-24 03:17:30,2330,https://cmnews.com.tw/article/newsyoudeservetoknow-3c1ce131-6f7b-11f1-a884-e9f17206f877,CMoney投資網誌,【即時新聞】台積電夜盤急殺逾60元！半導體賣壓出籠，這「3檔概念股」大戶急撤！ - CMoney投資網誌,1,正面
2026-06-24 03:17:55,2330,https://cmnews.com.tw/article/forumnews-4b004060-6f7b-11f1-8e3a-4fac66938b15,CMoney投資網誌,科技股掀拋售潮！台積電領跌，台股下探四萬六-財經焦點情報站 - CMoney投資網誌,2,正面
2026-06-24 04:03:05,2330,https://news.cnyes.com/news/id/6509991,news.cnyes.com,不只3奈米！傳台積電先進製程「全面漲價」、漲幅5％至10％ - news.cnyes.com,2,正面
2026-06-24 04:23:31,2330,https://www.businesstoday.com.tw/article/category/183013/post/202606220031/,今周刊,0050、0056、台積電、金融股…小學老師滿手11檔績優股，專家點出致命傷：2招換股，這檔主動ETF賺暴漲240%噴發股 - 今周刊,0,中立
2026-06-24 05:30:42,2330,https://cmnews.com.tw/article/linsiqi-d7c5e800-6f8d-11f1-8e47-4cbc265df7b5,CMoney投資網誌,AI估值重算未完：台積電與記憶體回檔後，下一步看什麼？-林思齊 - CMoney投資網誌,1,正面
